No_Hit,Age,Ever_Bankruptcy,Months_Since_Bankruptcy,Ever_Collection,Unpaid_Collection_Trades,Unpaid_Collection_Balance,Counseling_Last_12M,Unpaid_CO_84M,Delinq_90D_12M,Delinq_60D_12M,Delinq_60D_Curr,Delinq_30D_3M,Delinq_30D_Curr,Checking_Asset,Card_Inquiry_12M,Card_Open_24M,Personal_Loan,Unsecured_Debt,Revolving_Util,Income,Auth_User_Only,Student,Student_Loan_Amt,Ever_ChargeOff,ChargeOff_Balance,FICO_V
1,20,0,0,0,0,0,1,1,0,1,0,0,0,2809,2,2.0,0,280.0,0.38239938438644,22852,0,1,2787.4,0,,
0,23,0,0,0,0,0,0,1,0,0,0,0,0,1401,0,1.0,0,8.0,0.4252484839386979,44998,0,0,0.0,0,,543.0
0,24,0,0,1,0,0,1,1,1,0,1,0,0,1770,0,0.0,1,1591.0,0.4478851976998612,45553,0,0,0.0,0,,531.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2981,1,0.0,0,195.2,0.0233518404146613,18345,0,1,7954.099999999999,0,,
1,18,0,0,0,0,0,0,0,0,0,0,1,0,2323,2,0.0,0,636.0,0.4137935447340333,36114,1,1,11516.4,0,,
1,18,0,0,0,0,0,1,1,0,0,0,0,1,2417,0,2.0,1,1392.8000000000002,0.0732418756282614,49513,1,0,0.0,0,,
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2059,3,1.0,0,593.0,0.5123388308866785,47059,1,1,4986.0,0,,621.0
1,21,0,0,0,0,0,1,1,0,0,0,0,0,74,1,0.0,1,725.6,0.2630201084869075,26211,0,0,0.0,0,,
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1928,2,0.0,0,60.0,0.0406267884830002,28273,0,1,13366.0,0,,645.0
1,21,0,0,0,0,0,0,0,0,0,0,1,0,1289,2,1.0,0,534.4,0.211341260871264,31472,0,1,15096.2,0,,
0,25,0,0,0,0,0,0,1,0,0,0,1,0,1321,2,2.0,0,504.0,0.1903904321459522,47858,0,0,0.0,0,,525.0
0,22,0,0,1,0,0,0,0,1,1,1,0,1,98,2,2.0,0,868.0,0.3707073926999926,47590,0,0,0.0,0,,524.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2001,1,1.0,0,997.0,0.1636973060289174,51983,1,0,0.0,0,,597.0
1,23,0,0,0,0,0,0,0,1,0,0,0,0,944,1,2.0,1,1790.0,0.3585285076417246,36090,0,1,15348.0,0,,
1,20,0,0,0,0,0,0,0,0,0,0,0,0,296,3,0.0,1,1332.0,0.4101214615102883,47655,0,1,3718.4,0,,
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2440,3,1.0,0,438.0,0.4083013520308698,49564,0,1,13815.0,0,,672.0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,872,3,1.0,1,285.0,0.3109469979608552,30016,0,1,13965.0,0,,629.0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,1147,3,2.0,0,118.4,0.2399521097399728,28301,0,0,0.0,0,,620.0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,369,3,2.0,0,571.2,0.203250966268264,25346,0,1,13657.7,0,,634.0
1,25,0,0,1,0,0,1,0,1,0,0,0,0,1251,3,1.0,1,2409.0,0.2741495443857033,22320,1,0,0.0,1,,
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1722,2,0.0,0,980.0,0.2832597901935284,54746,1,0,0.0,0,,628.0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,307,1,0.0,0,200.0,0.3681319024220258,50347,0,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,0,0,0,1,906,1,1.0,0,424.8,0.3459359258617253,43130,0,0,0.0,0,,
1,19,0,0,0,0,0,1,1,0,0,0,1,1,1443,0,0.0,1,983.2,0.3403588175213803,47227,1,1,2943.5,0,,
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2421,0,2.0,0,255.2,0.2473454107569683,45161,0,0,0.0,0,,
0,25,0,0,0,0,0,1,1,0,1,0,1,0,2081,1,0.0,0,729.0,0.1336019859530273,26985,0,0,0.0,0,,613.0
0,23,0,0,1,0,0,0,0,0,0,1,0,0,2079,3,1.0,1,414.0,0.2514583167660984,37092,0,1,12501.0,1,,535.0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,2964,1,1.0,0,621.6,0.4678582929894795,28223,0,0,0.0,0,,618.0
0,20,0,0,0,0,0,0,0,0,0,0,0,1,1715,0,0.0,0,249.6,0.0,40878,0,1,17208.8,0,,595.0
1,22,0,0,0,0,0,0,0,1,1,1,1,0,1731,0,0.0,0,181.0,0.2065645249999357,25796,1,1,3255.0,1,,
1,22,0,0,1,0,0,0,0,1,1,1,0,0,2571,3,2.0,0,521.0,0.2306575829913675,23309,0,1,14135.0,0,,
0,24,0,0,0,0,0,1,0,0,0,0,1,0,1670,1,1.0,1,1584.0,0.0291633787963553,25387,1,0,0.0,0,,665.0
0,25,0,0,1,0,0,0,1,1,0,1,0,0,1283,2,0.0,0,782.0,0.0373856306927709,45886,0,0,0.0,0,,580.0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,1.0,0,709.6,0.0724755902971793,41149,0,0,0.0,0,,615.0
0,23,0,0,0,0,0,0,0,1,0,1,0,0,1038,0,0.0,1,485.0,0.1626664356089271,36344,0,0,0.0,1,,678.0
1,18,0,0,0,0,0,0,0,1,0,0,0,1,2533,1,0.0,0,700.8000000000001,0.30907897693981,52764,1,0,0.0,1,,
0,19,0,0,0,0,0,0,0,0,0,0,0,0,2126,2,0.0,0,468.0,0.4979309185057753,54862,0,0,0.0,0,,640.0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,196,2,1.0,0,50.0,0.0923194797633335,35527,0,0,0.0,0,,675.0
1,24,0,0,1,0,0,0,0,1,0,1,0,1,581,2,2.0,0,32.0,0.6725174030022786,27453,0,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,0,0,1,0,1199,0,1.0,0,146.4,0.201303387310972,33205,0,1,11396.7,0,,
0,20,0,0,0,0,0,1,0,0,0,0,0,0,2418,3,0.0,0,462.4,0.1235091282230873,34847,0,1,5868.799999999999,0,,659.0
0,22,0,0,1,0,0,0,1,1,0,0,0,0,2213,2,0.0,0,758.0,0.2880011027897575,33588,1,1,11970.0,1,,505.0
1,19,0,0,0,0,0,0,0,1,0,0,1,0,2356,0,2.0,0,130.4,0.0816490622628637,44983,0,0,0.0,0,,
0,24,0,0,0,0,0,0,0,0,0,0,1,1,2025,3,0.0,0,225.0,0.4424447738670138,54274,0,1,8645.0,0,,532.0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,1755,2,0.0,0,659.2,0.0,19093,0,1,15056.999999999998,0,,550.0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1284,0,1.0,0,240.0,0.5658874253144734,34151,0,1,23593.0,0,,546.0
1,20,0,0,0,0,0,0,0,0,0,0,1,0,2482,2,2.0,0,378.4,0.2178944241026066,23289,0,1,8521.8,0,,
0,20,0,0,1,0,0,0,1,1,0,0,1,1,692,0,2.0,0,190.4,0.2261396824647845,54276,0,1,12066.6,0,,636.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,2.0,0,706.4000000000001,0.274292990244777,47516,0,0,0.0,0,,
0,22,0,0,0,0,0,1,0,0,0,0,0,0,2843,2,2.0,0,958.0,0.1118087543016498,26651,0,1,14817.0,0,,567.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2529,0,0.0,1,1571.2,0.0,28638,1,1,8856.4,0,,
1,19,0,0,0,0,0,0,0,0,0,0,1,0,135,3,1.0,0,63.2,0.5478438279792313,28748,0,1,12527.2,0,,
0,18,0,0,1,0,0,0,0,1,0,1,1,0,2998,3,1.0,0,578.4,0.317436130044528,53306,0,0,0.0,1,279.46736025588945,509.0
0,20,0,0,1,0,0,0,0,1,1,0,0,1,917,2,0.0,0,144.8,0.0804376005786579,51640,0,1,5268.2,0,,655.0
0,24,0,0,0,0,0,0,1,0,1,0,0,0,940,3,0.0,0,631.0,0.288720479940354,50225,0,0,0.0,0,,617.0
0,18,1,6,1,0,0,0,0,1,0,1,1,0,2454,3,1.0,0,144.8,0.3849951124006839,40672,0,0,0.0,0,,533.0
1,22,0,0,0,0,0,0,0,1,0,0,0,0,1536,2,2.0,0,342.0,0.0936878966046772,43618,0,0,0.0,0,,
0,25,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2.0,0,927.0,0.4136236858284242,23160,0,0,0.0,0,,506.0
1,24,1,59,0,0,0,1,0,0,0,0,1,1,1652,2,0.0,1,1030.0,0.2749792304222265,28787,1,0,0.0,0,,
0,23,0,0,1,0,0,0,0,1,0,0,1,0,1285,1,0.0,0,643.0,0.0,21122,0,0,0.0,0,,553.0
0,21,0,0,0,0,0,0,1,0,1,0,0,0,1802,3,2.0,0,464.8,0.3293082191649024,41484,0,1,13654.2,0,,567.0
1,18,0,0,0,0,0,1,0,0,0,0,0,0,548,2,0.0,1,571.2,0.1006512850333256,33171,0,0,0.0,0,,
0,22,0,0,0,0,0,0,1,0,0,0,0,0,2360,2,2.0,1,529.0,0.4571956348561619,51818,0,0,0.0,0,,578.0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,2635,1,1.0,0,287.0,0.0542075703778098,31773,0,0,0.0,0,,654.0
1,22,0,0,0,0,0,0,0,0,0,0,1,1,514,2,2.0,0,492.0,0.1873153249404978,27827,0,0,0.0,0,,
0,23,0,0,1,0,0,1,1,1,0,0,0,0,2795,0,0.0,0,930.0,0.3578526689023495,52939,0,0,0.0,1,,599.0
1,20,0,0,0,0,0,1,0,0,1,0,0,1,651,2,2.0,1,128.0,0.1208924969480175,19066,0,0,0.0,0,,
0,22,0,0,0,0,0,0,1,0,0,0,1,0,280,1,1.0,0,334.0,0.2577233187101844,43169,1,1,5897.0,0,,530.0
0,24,0,0,0,0,0,0,1,0,0,0,0,0,1070,3,2.0,0,867.0,0.3414881178634028,45007,0,0,0.0,0,,551.0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,2952,0,1.0,0,705.0,0.3557122713167138,35759,0,1,20774.0,0,,595.0
0,22,0,0,0,0,0,1,0,0,0,0,0,0,1419,3,1.0,0,885.0,0.6372095274566385,20261,1,1,16508.0,0,,510.0
0,22,0,0,0,0,0,0,1,0,0,0,1,0,1395,0,1.0,0,875.0,0.1012075821637943,41398,0,0,0.0,0,,530.0
0,19,0,0,0,0,0,1,1,0,0,0,0,0,1248,1,2.0,0,460.8,0.6454815008389834,50996,1,0,0.0,0,,503.0
1,19,0,0,1,0,0,1,0,1,1,1,1,0,2441,2,1.0,1,1841.6,0.2342309688159208,42800,0,0,0.0,0,,
0,20,0,0,0,0,0,0,1,0,1,0,0,0,947,3,2.0,0,47.2,0.6042463430754729,48740,0,0,0.0,0,,593.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1667,3,1.0,0,705.6,0.3598984485935238,36440,0,0,0.0,0,,
0,22,0,0,1,0,0,1,0,1,0,1,0,1,1187,2,1.0,0,398.0,0.1929951999296308,44741,0,1,19620.0,1,,614.0
1,23,0,0,0,0,0,0,0,0,1,0,1,0,837,0,2.0,0,553.0,0.1240002268443102,22516,0,1,11310.0,0,,
1,18,0,0,1,0,0,0,1,1,0,1,0,0,2049,1,2.0,0,155.20000000000002,0.2925345982725549,41164,0,0,0.0,1,,
1,23,0,0,0,0,0,0,0,0,0,0,1,0,2148,1,1.0,0,520.0,0.3952485116916938,37733,0,0,0.0,0,,
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1539,1,1.0,0,87.2,0.2977192770122037,18650,0,1,12818.4,0,,
1,20,0,0,1,0,0,0,0,0,0,0,0,0,218,2,1.0,0,20.0,0.1157418688414859,32234,0,1,17035.2,1,2016.4954097312457,
0,22,0,0,1,1,401,0,0,0,0,0,0,1,675,1,1.0,0,751.0,0.4409875346530444,27457,0,1,24594.0,0,,544.0
0,22,0,0,1,1,190,0,1,0,0,0,0,0,931,2,0.0,0,745.0,0.1669276356541165,40321,1,1,16058.0,0,,514.0
1,21,0,0,1,0,0,0,1,0,0,1,0,0,2967,1,1.0,1,1988.8,0.3490706513912402,38046,0,1,2120.3,1,,
0,23,0,0,0,0,0,0,0,0,1,0,0,1,1199,0,2.0,0,178.0,0.278555181977197,32263,0,0,0.0,0,,519.0
1,18,0,0,0,0,0,1,1,0,0,0,1,0,860,3,3.0,1,1753.6,0.2335513731229702,52838,0,0,0.0,0,,
0,18,0,0,0,0,0,1,0,0,0,0,0,0,1497,3,3.0,0,32.800000000000004,0.0,20048,1,0,0.0,0,,539.0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0.0,0,701.0,0.1,19733,0,0,0.0,0,,541.0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,731,0,1.0,0,310.0,0.2919182363000062,26099,0,0,0.0,0,,571.0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,437,3,0.0,0,336.8,0.3562467127670772,28797,0,0,0.0,0,,657.0
1,21,0,0,1,2,428,0,0,0,1,0,1,0,2077,3,2.0,0,567.2,0.4596438570974867,38688,1,1,3432.1,0,,
0,24,0,0,0,0,0,1,0,0,1,0,0,1,2370,1,0.0,0,920.0,0.4296830390494611,42357,0,0,0.0,0,,524.0
0,25,0,0,0,0,0,0,0,0,0,0,1,0,2996,3,2.0,0,909.0,0.4859380001983799,31640,0,0,0.0,0,,591.0
0,24,0,0,0,0,0,0,1,0,1,0,0,0,2019,2,0.0,0,602.0,0.4688131646408344,29954,0,0,0.0,0,,548.0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,939,2,1.0,1,701.6,0.1924467614318492,27504,0,1,16216.9,0,,559.0
1,19,0,0,0,0,0,1,0,0,1,0,0,0,1795,0,0.0,1,2076.8,0.4292021704504002,40012,0,1,8806.0,0,,
1,19,0,0,0,0,0,1,1,0,1,0,0,0,1799,1,2.0,0,172.0,0.3370312108026359,23659,1,0,0.0,0,,
0,23,0,0,0,0,0,0,1,0,0,0,0,1,1053,3,2.0,0,59.0,0.272477978522362,28721,0,0,0.0,0,,539.0
0,23,0,0,0,0,0,0,0,1,0,1,0,1,607,1,1.0,0,23.0,0.177727636077477,20382,0,0,0.0,1,,550.0
1,20,0,0,0,0,0,0,0,1,1,0,0,0,1033,2,2.0,0,239.2,0.4660081995707098,48707,0,0,0.0,1,,
0,20,0,0,0,0,0,1,1,0,0,0,0,0,1859,1,2.0,0,455.2000000000001,0.1683732679228419,41260,0,0,0.0,0,,575.0
0,19,0,0,0,0,0,0,0,0,0,0,1,0,609,3,2.0,0,484.8,0.3087759762655587,50332,0,0,0.0,0,,637.0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,1694,2,1.0,0,718.4000000000001,0.3708128167150863,48072,1,0,0.0,0,,
1,18,1,6,1,0,0,0,0,0,0,0,0,1,1707,3,1.0,0,489.6,0.2862947129256945,35007,0,1,15493.1,0,,
1,23,0,0,0,0,0,1,1,0,1,0,1,0,2805,1,2.0,0,117.0,0.1,49611,0,0,0.0,0,,
0,21,0,0,0,0,0,0,0,0,0,0,0,0,356,2,0.0,0,697.6,0.1625748268531918,21911,1,1,4132.8,0,,641.0
0,22,0,0,0,0,0,0,0,0,0,0,1,1,455,3,0.0,0,366.0,0.41677363318236,30470,0,1,21408.0,0,,651.0
0,23,0,0,0,0,0,0,0,0,0,0,0,1,2211,1,1.0,1,2341.0,0.6458536439624144,46942,0,0,0.0,0,,646.0
0,23,0,0,0,0,0,1,0,0,0,0,1,0,2191,3,0.0,0,324.0,0.309871741260587,24725,0,0,0.0,0,,579.0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,1544,3,0.0,0,16.0,0.2513505354067039,38449,0,1,14203.7,0,,
0,18,0,0,0,0,0,0,0,0,0,0,0,0,756,0,2.0,0,476.8,0.2144216609015271,42428,1,0,0.0,0,,602.0
1,18,0,0,0,0,0,1,0,0,0,0,0,1,2833,2,1.0,0,370.4,0.4122859208599997,24768,0,0,0.0,0,,
0,25,0,0,0,0,0,0,1,0,0,0,1,0,1844,1,1.0,1,2622.0,0.477009953552902,32447,0,0,0.0,0,,651.0
0,24,0,0,0,0,0,1,0,0,1,0,0,0,2128,2,1.0,1,117.0,0.0,52487,0,0,0.0,0,,670.0
0,24,0,0,1,0,0,0,0,1,0,1,0,1,1823,3,0.0,0,522.0,0.1931414191271115,29488,0,0,0.0,1,,579.0
1,24,0,0,1,0,0,1,0,1,0,0,0,0,974,3,2.0,0,679.0,0.1661836586096725,30412,0,0,0.0,1,,
0,24,0,0,0,0,0,1,0,0,0,0,0,0,2281,2,2.0,0,537.0,0.5131135817946636,46341,0,1,15113.0,0,,613.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,1791,1,1.0,0,729.0,0.0,19251,0,1,14686.0,0,,644.0
1,22,0,0,1,0,0,0,0,1,1,0,0,0,1376,1,1.0,0,158.0,0.5367897710213838,26483,0,1,21812.0,1,,
0,23,0,0,1,0,0,0,0,1,0,0,0,0,1954,1,0.0,0,119.0,0.325086038727484,45280,0,1,18255.0,1,,626.0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,246,3,2.0,1,1288.8000000000002,0.2765594654633383,44155,1,1,10154.9,0,,616.0
0,20,0,0,0,0,0,0,0,0,0,0,1,0,518,1,1.0,0,666.4000000000001,0.3556804207580154,38087,1,1,8653.4,0,,584.0
0,20,0,0,1,0,0,0,0,1,0,0,0,0,1959,1,2.0,1,825.6,0.0430275476976047,42505,0,0,0.0,0,,588.0
0,24,0,0,0,0,0,1,0,0,1,0,1,0,2056,3,2.0,0,608.0,0.6362866926931144,23915,0,1,11576.0,0,,611.0
0,23,0,0,0,0,0,1,1,0,0,0,0,0,2177,3,3.0,1,1656.0,0.2540647285213712,43354,0,1,7698.0,0,,537.0
0,25,1,25,1,0,0,0,0,1,0,1,0,1,2411,3,2.0,1,1870.0,0.2771231611933445,19746,0,0,0.0,0,,662.0
0,21,0,0,0,0,0,0,0,0,0,0,1,1,686,2,0.0,1,69.60000000000001,0.2206489696491445,42923,0,1,7646.099999999999,0,,611.0
1,19,0,0,0,0,0,0,1,0,0,0,0,0,1502,2,2.0,1,1612.8000000000002,0.492795255604652,36084,0,1,10087.7,0,,
0,23,0,0,1,0,0,0,0,1,1,1,1,1,642,1,2.0,0,922.0,0.0337816925992126,18026,1,1,4253.0,1,50.0,662.0
1,19,0,0,0,0,0,0,0,0,1,0,1,0,2010,3,0.0,0,44.8,0.0,35718,0,1,11636.1,0,,
0,19,0,0,0,0,0,0,0,0,0,0,0,1,2357,3,2.0,0,380.0,0.143722222717357,24486,0,0,0.0,0,,597.0
1,19,0,0,0,0,0,1,0,1,0,1,0,0,713,0,1.0,0,479.2000000000001,0.1481438982445332,52796,1,1,3338.3,1,,
0,23,0,0,0,0,0,1,0,0,0,0,0,0,1933,0,1.0,0,676.0,0.1541854841242277,42587,0,1,14262.0,0,,671.0
0,24,0,0,0,0,0,0,0,0,0,1,1,1,1006,3,1.0,0,212.0,0.4031540631322826,36003,0,1,8005.0,1,,573.0
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2642,2,0.0,0,364.8,0.3857830599437852,53539,0,1,8438.5,0,,
0,20,0,0,0,0,0,0,1,0,0,0,0,0,963,2,2.0,0,241.6,0.1826487547353812,30521,0,0,0.0,0,,634.0
0,24,0,0,1,0,0,0,0,1,0,0,0,1,2238,1,2.0,1,676.0,0.5853365960759672,29974,0,0,0.0,0,,597.0
1,19,0,0,0,0,0,0,0,0,1,0,0,0,2800,2,0.0,0,404.8,0.1061901261568059,52759,0,1,12947.2,0,,
0,21,0,0,0,0,0,0,1,0,0,0,1,0,1433,3,2.0,0,778.4000000000001,0.0,28545,0,1,13161.4,0,,649.0
0,18,0,0,0,0,0,1,0,0,0,0,1,1,560,3,2.0,0,272.8,0.1636317424182776,34457,0,1,2888.2,0,,661.0
0,23,0,0,0,0,0,0,0,1,0,1,1,0,2996,1,0.0,0,389.0,0.4368910291694061,40084,0,1,16793.0,0,,521.0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,1375,3,0.0,0,677.6,0.0936675902852101,38398,0,0,0.0,0,,
1,25,0,0,0,0,0,0,0,0,1,0,0,0,818,2,0.0,0,540.0,0.4571443522704255,46403,0,0,0.0,0,,
0,24,0,0,1,0,0,0,0,1,0,1,0,0,1172,2,0.0,0,280.0,0.1142317309675365,52712,0,0,0.0,1,,659.0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,735,1,2.0,1,2204.0,0.0794808659835276,45623,1,0,0.0,0,,604.0
0,23,0,0,0,0,0,0,0,0,0,0,1,0,1806,2,2.0,0,330.0,0.4386995997861526,35036,0,1,12321.0,0,,561.0
0,24,0,0,1,0,0,0,0,1,0,1,0,0,595,3,0.0,1,2073.0,0.2048293970185566,50550,0,0,0.0,1,,521.0
1,19,0,0,1,0,0,1,0,1,1,1,0,0,646,2,2.0,0,2.4000000000000004,0.0,27390,0,1,8329.3,0,,
0,20,0,0,0,0,0,0,1,0,0,0,1,0,2479,0,0.0,0,307.20000000000005,0.2041193484002925,21950,0,0,0.0,0,,645.0
0,18,0,0,0,0,0,0,0,0,0,0,0,1,2675,1,1.0,0,432.0,0.1803188907556352,42416,1,1,8866.199999999999,0,,530.0
1,22,0,0,0,0,0,0,0,0,0,0,1,0,1481,2,0.0,0,931.0,0.2417789559397369,50837,0,1,7634.0,0,,
0,22,0,0,0,0,0,0,0,0,0,0,0,0,2137,1,0.0,0,724.0,0.2551063298005311,33987,1,1,15668.0,0,,643.0
0,21,0,0,0,0,0,0,1,0,0,0,0,0,2484,2,0.0,1,386.4,0.4297471196992614,22578,1,1,15381.1,0,,530.0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,2399,2,2.0,0,535.2,0.395202562761994,32089,0,0,0.0,0,,
0,25,0,0,0,0,0,0,0,0,1,0,0,0,948,0,2.0,0,174.0,0.6660896875541142,20883,0,1,2674.0,0,,561.0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,731,1,1.0,0,624.8000000000001,0.3118066629631855,19150,1,0,0.0,0,,593.0
1,19,0,0,0,0,0,0,1,0,0,0,1,0,156,2,2.0,0,296.0,0.2441286905689353,41163,1,1,11766.3,0,,
0,18,0,0,0,0,0,0,1,0,1,0,1,0,959,2,2.0,0,309.6,0.0384876607771667,47512,0,1,15168.3,0,,563.0
0,21,0,0,0,0,0,0,0,0,0,0,0,1,2014,1,1.0,1,118.4,0.2202866188232751,20709,0,1,11038.3,0,,622.0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0.0,1,485.6,0.3568470543983006,30312,0,0,0.0,0,,
0,25,0,0,1,0,0,0,0,1,0,1,1,1,1891,2,1.0,0,550.0,0.0,38653,0,1,4437.0,0,,628.0
0,22,0,0,0,0,0,0,0,0,0,0,1,0,325,3,0.0,0,566.0,0.0,41054,0,1,5251.0,0,,584.0
1,19,0,0,0,0,0,1,0,0,0,0,1,0,1782,3,2.0,1,299.2,0.2499219468846501,29991,0,0,0.0,0,,
0,23,0,0,0,0,0,0,0,0,0,0,0,1,2648,1,0.0,0,335.0,0.0451100947907132,34921,0,0,0.0,0,,546.0
0,22,0,0,0,0,0,0,0,1,1,1,0,1,1121,0,2.0,1,404.0,0.2110383104753982,48462,0,0,0.0,1,,577.0
0,19,0,0,0,0,0,1,0,0,1,0,0,0,787,1,1.0,1,2014.4,0.3435347442883463,20465,1,1,14674.8,0,,596.0
1,22,0,0,0,0,0,0,0,0,0,0,1,1,2665,0,1.0,0,912.0,0.098392977219867,37365,0,0,0.0,0,,
0,23,0,0,0,0,0,0,0,0,0,0,0,0,1241,2,1.0,0,527.0,0.2251129310889041,44350,0,0,0.0,0,,614.0
0,20,0,0,0,0,0,1,1,0,0,0,0,0,367,1,2.0,0,123.2,0.142197820605433,23773,0,0,0.0,0,,637.0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,1034,1,0.0,1,94.4,0.213337845776976,50768,1,0,0.0,0,,587.0
1,25,0,0,0,0,0,1,0,0,1,0,1,0,1762,2,0.0,1,334.0,0.0,20588,0,1,22069.0,0,,
0,20,0,0,0,0,0,0,0,0,0,0,1,0,833,0,2.0,1,1212.8,0.0769991599475774,51258,1,0,0.0,0,,519.0
0,20,0,0,0,0,0,0,0,0,1,0,0,0,2413,2,0.0,1,2140.8,0.4494005056414558,49093,0,1,14825.999999999998,0,,566.0
1,24,0,0,0,0,0,1,0,0,1,0,0,0,2127,2,1.0,0,282.0,0.2311242584090154,32282,0,1,9793.0,0,,
1,18,0,0,0,0,0,0,0,0,0,0,0,0,2103,3,3.0,1,1351.2,0.1115793844379858,37774,0,0,0.0,0,,
0,24,0,0,0,0,0,0,0,0,0,0,1,0,764,1,0.0,0,499.0,0.5189306049965301,29942,0,1,12346.0,0,,680.0
0,24,0,0,0,0,0,0,0,0,0,0,0,1,2283,0,1.0,0,790.0,0.1217276176660169,21718,0,1,16483.0,0,,655.0
1,25,0,0,0,0,0,0,0,0,0,0,1,0,1036,1,2.0,1,2306.0,0.4530028222930821,33416,0,0,0.0,0,,
1,24,0,0,1,0,0,1,0,1,0,0,0,0,1504,2,1.0,0,188.0,0.1597509323092314,49915,0,0,0.0,1,,
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2508,2,1.0,1,378.4,0.2012957027872873,35138,0,0,0.0,0,,
0,23,0,0,0,0,0,1,0,0,1,0,1,0,298,2,1.0,1,622.0,0.2772140686165865,49129,0,1,6308.0,0,,539.0
0,25,0,0,0,0,0,0,0,1,1,0,0,0,1603,3,2.0,0,664.0,0.3913528492663086,49869,0,0,0.0,0,,593.0
0,25,0,0,0,0,0,0,1,0,0,0,0,0,1198,0,0.0,1,207.0,0.2556324670499396,37729,0,0,0.0,0,,562.0
0,21,0,0,1,0,0,0,0,1,0,1,1,0,1001,0,2.0,0,605.6,0.341155770060045,25296,0,0,0.0,0,,556.0
0,25,0,0,1,0,0,1,0,1,1,0,0,1,2424,1,2.0,0,99.0,0.2643811836958736,39996,0,0,0.0,0,,582.0
1,21,0,0,1,0,0,0,0,1,0,1,0,1,436,2,0.0,0,51.2,0.3305758552354823,39662,0,1,8992.199999999999,1,,
0,25,0,0,0,0,0,0,0,0,0,0,0,1,93,0,0.0,0,110.0,0.0,48931,0,0,0.0,0,,655.0
1,18,0,0,0,0,0,0,0,1,0,1,0,1,2119,1,0.0,1,1424.0,0.0238676250377334,46008,1,0,0.0,0,,
1,20,0,0,0,0,0,0,0,0,0,0,0,0,2075,3,1.0,0,352.0,0.2617100256030236,50592,0,0,0.0,0,,
0,25,0,0,0,0,0,1,0,0,1,0,0,1,563,0,2.0,0,731.0,0.1394323061582263,34721,0,0,0.0,0,,501.0
1,20,0,0,0,0,0,0,0,0,0,0,0,1,209,3,3.0,0,204.0,0.515815671372807,33168,0,1,15049.999999999998,0,,
1,20,0,0,0,0,0,1,0,0,1,0,0,0,2226,0,1.0,0,558.4,0.447469616045514,37202,0,1,1916.6,0,,
1,22,0,0,0,0,0,0,0,0,0,0,1,0,2766,2,1.0,0,710.0,0.4429934819715215,20130,0,1,4796.0,0,,
0,25,0,0,1,1,367,0,1,0,0,0,0,0,1434,0,2.0,1,1068.0,0.3525709076160934,30855,0,0,0.0,0,,593.0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,315,3,3.0,0,702.4000000000001,0.5802160736778494,33473,1,1,14608.3,0,,602.0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,697,3,2.0,1,1649.0,0.1614451021768355,52315,0,1,3365.0,0,,561.0
1,19,0,0,0,0,0,0,0,0,0,0,0,1,1576,0,1.0,0,12.0,0.3178090326164845,25174,0,0,0.0,0,,
